run_accession	genome_size
SRR14821387	5394438
SRR14824522	5208316
SRR14825487	5457162
SRR14820386	5432992
SRR14821651	5424399
SRR14821319	5396311
SRR14824508	5397004
SRR14821657	5364710
SRR14821635	5488074
SRR14823125	5395616
SRR14820390	5395493
SRR14821322	5489629
SRR14825493	5395806
SRR14824009	5394642
SRR14820409	5395616
SRR14821386	5394173
SRR14825489	5397791
SRR14825501	5460084
SRR14821330	5462903
SRR14821550	5459233
SRR14821647	5026471
SRR14824551	5455744
SRR14832347	5000454
SRR14832344	4825719
SRR14822503	5212353
SRR14826174	5481672
SRR14827557	5478489
SRR14827876	5294985
SRR14831707	5207143
SRR14831710	5341987
SRR14830742	5603501
SRR14830400	5488808
SRR14832362	5445238
SRR14833883	5465595
SRR14832299	5235131
SRR14833880	5499521
SRR14832285	5447381
SRR14832418	5471317
SRR14846537	5092570
SRR14848050	5467067
SRR14846726	5484271
SRR14846584	5568451
SRR14846555	5164237
SRR14846234	5362084
SRR14849799	5448013
SRR14854337	4704765
SRR14854336	5143665
SRR14854328	4788146
SRR14857158	5260553
SRR14857159	5228726
SRR14857279	5288456
SRR14857150	5390418
SRR14857168	5245960
SRR14857112	5204042
SRR14856465	5157143
SRR14857155	4929266
SRR14857315	5481942
SRR14862314	5383455
SRR14863488	5520132
SRR14863502	5522136
SRR14863515	5507157
SRR14863516	5489302
SRR14863529	5449818
SRR14863606	5499961
SRR14863591	5417951
SRR14863605	5505518
SRR14863573	5645606
SRR14864096	5207431
SRR14863730	5207507
SRR14864062	5650571
SRR14864060	5613412
SRR14864085	4810524
SRR14863731	5481388
SRR14864273	5275344
SRR14864293	5256671
SRR14865644	5291602
SRR14865643	5045881
SRR14865633	4857186
SRR14865628	5085431
SRR14865624	4981871
SRR14865622	5494072
SRR14865621	5590574
SRR14865607	4787483
SRR14865589	5505323
SRR14865583	4730395
SRR14865582	4702416
SRR14865342	4644267
SRR14865519	5304737
SRR14865517	5502227
SRR14865516	5023162
SRR14865513	5496806
SRR14865512	4863860
SRR14865511	5017925
SRR14865510	5020352
SRR14865507	5142298
SRR14865506	5067304
SRR14865505	4701050
SRR14865501	4925403
SRR14865496	4713808
SRR14865495	4709091
SRR14865494	4891379
SRR14865255	4846303
SRR14865241	4958985
SRR14865231	5119922
SRR14865229	5169408
SRR14865227	4765943
SRR14865226	5275898
SRR14865450	4909665
SRR14865445	4974296
SRR14865750	5871344
SRR14865749	5171892
SRR14865747	4947688
SRR14865745	4942023
SRR14865744	4946912
SRR14865743	4941607
SRR14865224	5790917
SRR14865223	4725935
SRR14865220	5324490
SRR14865219	5256189
SRR14865217	4977740
SRR14865216	5112740
SRR14865215	5247881
SRR14865214	5256358
SRR14865212	5091545
SRR14865211	4870641
SRR14865210	5352592
SRR14865209	5153519
SRR14865208	4881282
SRR14865204	4815041
SRR14865202	5441810
SRR14865201	5088356
SRR14865199	5184435
SRR14865198	4956709
SRR14865197	5278526
SRR14865196	5149290
SRR14865191	5306798
SRR14865190	5510050
SRR14865175	4879255
SRR14865170	4670277
SRR14865483	4932257
SRR14865482	5051126
SRR14865424	5057822
SRR14865690	4447191
SRR14865689	4965978
SRR14865687	5459560
SRR14865683	5147687
SRR14865679	5224823
SRR14865678	4837848
SRR14865677	5140046
SRR14865660	5051302
SRR14865387	4647203
SRR14865384	4862863
SRR14864121	5622375
SRR14864641	5261222
SRR14866149	5368630
SRR14866078	5106488
SRR14866147	5276680
SRR14867023	5290010
SRR14867022	5124426
SRR14866939	5247600
SRR14866744	5551355
SRR14867276	5244116
SRR14867165	5283692
SRR14867068	5025644
SRR14867057	4543314
SRR14867045	4961771
SRR14867034	4874353
SRR14867021	5237498
SRR14867010	5286736
SRR14866999	5209010
SRR14866988	4947381
SRR14866977	4682847
SRR14866966	5125680
SRR14866843	5123216
SRR14866832	4933710
SRR14866961	4911482
SRR14866950	5600056
SRR14866938	4919517
SRR14866815	5134072
SRR14866804	5197224
SRR14866933	5107178
SRR14866922	5285904
SRR14866911	4968048
SRR14866788	4829865
SRR14866777	5235866
SRR14866766	5205434
SRR14866755	5293752
SRR14866743	4754676
SRR14866889	5032596
SRR14866738	4963418
SRR14866727	5066615
SRR14867303	4784394
SRR14866873	4773029
SRR14866862	4762442
SRR14867287	4819712
SRR14867264	5097632
SRR14867253	5314189
SRR14867242	4850104
SRR14867231	4774888
SRR14867220	4880944
SRR14867209	4944337
SRR14867198	4823175
SRR14867187	4791521
SRR14867176	4882606
SRR14867164	4835848
SRR14867153	4925580
SRR14867142	4786194
SRR14867131	4662775
SRR14867098	5024754
SRR14867087	4973363
SRR14867076	5130923
SRR14867067	5352895
SRR14867066	5012760
SRR14867065	4856792
SRR14867064	4982277
SRR14867062	5037575
SRR14867061	5053094
SRR14867060	5695435
SRR14867059	4881532
SRR14867058	5381390
SRR14867055	5131496
SRR14867054	4985653
SRR14867053	5207173
SRR14867052	5140134
SRR14867051	5195149
SRR14867050	5089810
SRR14867049	4969311
SRR14867048	4988229
SRR14867047	5030234
SRR14867046	5188704
SRR14867044	5148226
SRR14867043	5148412
SRR14867042	5170733
SRR14867041	5098560
SRR14867040	5003274
SRR14867039	5015220
SRR14867037	4995118
SRR14867036	4716009
SRR14867033	4755263
SRR14867032	5012871
SRR14867031	4930514
SRR14867030	5158816
SRR14867029	5030869
SRR14867028	5380280
SRR14867027	5196519
SRR14867025	5044716
SRR14867024	5122143
SRR14867019	4891685
SRR14867018	5002700
SRR14867017	5044558
SRR14867016	5118399
SRR14867014	4798827
SRR14867013	4699730
SRR14867012	4700264
SRR14867011	4979378
SRR14867009	4875527
SRR14867008	5046481
SRR14867007	5192201
SRR14867005	5271147
SRR14867003	5043377
SRR14867002	4968259
SRR14867001	5128750
SRR14867000	4704405
SRR14866998	4855271
SRR14866996	4958397
SRR14866995	4847156
SRR14866994	4765405
SRR14866993	5084164
SRR14866992	4871330
SRR14866990	4939286
SRR14866987	5181401
SRR14866986	4801106
SRR14866985	4764980
SRR14866984	4696395
SRR14866983	5106891
SRR14866982	5259969
SRR14866981	5329390
SRR14866980	5122049
SRR14866979	5276715
SRR14866978	5027422
SRR14866976	5346497
SRR14866975	5356065
SRR14866974	5309043
SRR14866973	5346782
SRR14866972	5477370
SRR14866971	5181796
SRR14866970	5120822
SRR14866969	4895907
SRR14866968	5371658
SRR14866967	5045206
SRR14866965	5031296
SRR14866852	5346586
SRR14866851	5154621
SRR14866850	5226185
SRR14866849	5118079
SRR14866848	5198472
SRR14866847	4697801
SRR14866846	4954035
SRR14866845	5091070
SRR14866844	5139935
SRR14866842	4658141
SRR14866841	4855435
SRR14866839	5277256
SRR14866838	4874846
SRR14866837	4720484
SRR14866836	4775313
SRR14866835	4731324
SRR14866834	5018890
SRR14866833	4789853
SRR14866831	5017980
SRR14866830	4639693
SRR14866829	5069851
SRR14866828	4948944
SRR14866827	4737026
SRR14866826	5481648
SRR14866825	4884255
SRR14866964	5178196
SRR14866963	5138961
SRR14866962	4844294
SRR14866960	4857075
SRR14866959	4802061
SRR14866958	4663720
SRR14866957	4671642
SRR14866956	5283826
SRR14866955	5348653
SRR14866954	5115316
SRR14866953	5286178
SRR14866952	4552950
SRR14866951	5651756
SRR14866949	4750774
SRR14866948	5065165
SRR14866947	5185168
SRR14866946	5000404
SRR14866945	4963777
SRR14866944	5437389
SRR14866943	5269218
SRR14866942	5399312
SRR14866941	5209053
SRR14866940	4992386
SRR14866937	5184138
SRR14866824	4996397
SRR14866823	5268940
SRR14866822	5377915
SRR14866821	4977948
SRR14866820	5286545
SRR14866819	5005952
SRR14866818	5167452
SRR14866817	5099756
SRR14866816	5406155
SRR14866814	5677010
SRR14866813	4762474
SRR14866812	5291018
SRR14866811	5199131
SRR14866810	5109137
SRR14866809	5216411
SRR14866808	5255088
SRR14866807	5524018
SRR14866806	5024173
SRR14866805	5187818
SRR14866803	5173995
SRR14866802	5347624
SRR14866801	5479464
SRR14866800	5156695
SRR14866799	5213007
SRR14866797	5083054
SRR14866936	4978808
SRR14866935	5364397
SRR14866934	5019665
SRR14866932	5194769
SRR14866931	5254760
SRR14866930	5249874
SRR14866929	4930905
SRR14866927	5097467
SRR14866926	4844977
SRR14866924	5222277
SRR14866923	4787337
SRR14866919	5092192
SRR14866917	5071789
SRR14866916	4933495
SRR14866915	4859116
SRR14866914	5043160
SRR14866912	5063614
SRR14866796	5072275
SRR14866794	4536009
SRR14866790	5224628
SRR14866789	4773042
SRR14866787	5212113
SRR14866786	5007900
SRR14866785	5171666
SRR14866784	4964412
SRR14866783	4920448
SRR14866782	5189168
SRR14866781	4721428
SRR14866780	4891178
SRR14866779	4866892
SRR14866778	4993178
SRR14866776	5207035
SRR14866775	4908745
SRR14866774	5056663
SRR14866773	5022362
SRR14866772	4807798
SRR14866771	5269983
SRR14866770	5170964
SRR14866769	5085188
SRR14866768	5318896
SRR14866767	5491444
SRR14866765	4840691
SRR14866764	4805967
SRR14866763	4672295
SRR14866761	5050800
SRR14866760	4968728
SRR14866759	4834622
SRR14866758	4789205
SRR14866756	5302039
SRR14866754	4999902
SRR14866753	5042379
SRR14866752	4694202
SRR14866751	5141409
SRR14866750	5431889
SRR14866749	5052142
SRR14866748	4943776
SRR14866747	4893526
SRR14866746	4733216
SRR14866745	5066186
SRR14866742	4599098
SRR14866741	4905390
SRR14866908	5513713
SRR14866907	4821738
SRR14866906	4789809
SRR14866905	5173671
SRR14866904	5385650
SRR14866903	5043734
SRR14866902	5024182
SRR14866901	5174380
SRR14866899	4981363
SRR14866898	4949338
SRR14866897	5016566
SRR14866896	5071276
SRR14866895	4900517
SRR14866894	5081418
SRR14866893	4853509
SRR14866892	4953060
SRR14866891	4676066
SRR14866890	4557064
SRR14866888	5396987
SRR14866887	5017566
SRR14866886	4697113
SRR14866885	5127574
SRR14866884	5002997
SRR14866882	5169538
SRR14866881	5090563
SRR14866740	5458312
SRR14866739	5193618
SRR14866737	4698117
SRR14866735	4989196
SRR14866734	5229470
SRR14866733	4875826
SRR14866732	5225670
SRR14866731	4564586
SRR14866730	5092056
SRR14866729	4691878
SRR14866728	4872814
SRR14867056	5229887
SRR14867311	5054930
SRR14867310	4887971
SRR14867309	5045383
SRR14867308	4851891
SRR14867306	4722037
SRR14867305	4708768
SRR14867304	5197349
SRR14867302	4781457
SRR14867301	4900332
SRR14867300	4786243
SRR14866880	5084541
SRR14866879	4754069
SRR14866877	4890820
SRR14866876	5175516
SRR14866875	5082137
SRR14866874	5150469
SRR14866871	4932373
SRR14866870	4726116
SRR14866869	5453370
SRR14866868	4986810
SRR14866866	5263458
SRR14866865	4718114
SRR14866864	4700883
SRR14866863	5365787
SRR14866860	5456769
SRR14866859	5032380
SRR14866858	4903514
SRR14866857	4957478
SRR14866855	4847091
SRR14866854	5136193
SRR14866853	4842620
SRR14867299	4886817
SRR14867297	5179168
SRR14867296	5044175
SRR14867294	4880562
SRR14867293	5170146
SRR14867292	5078051
SRR14867291	5012543
SRR14867288	5198233
SRR14867286	5207845
SRR14867285	5232714
SRR14867281	5042740
SRR14867280	5117786
SRR14867279	5258664
SRR14867277	5146880
SRR14867274	4994783
SRR14867273	5115481
SRR14867271	5258169
SRR14867270	5255024
SRR14867269	5032292
SRR14867267	5322033
SRR14867266	5288985
SRR14867263	5127695
SRR14867262	5112211
SRR14867261	5295462
SRR14867255	4873983
SRR14867254	5493698
SRR14867178	5606599
SRR14867168	5240147
SRR14867162	5189162
SRR14867894	5428062
SRR14867896	5211416
SRR14867942	4830525
SRR14867943	5375704
SRR14867895	5208517
SRR14868180	5574492
SRR14871835	5526824
SRR14870681	5445925
SRR14871636	5117646
SRR14872677	5552641
SRR14872136	5448755
SRR14871289	5484739
SRR14872675	5769889
SRR14871329	5684062
SRR14871640	5435968
SRR14871797	4771705
SRR14871406	5439076
SRR14871386	5213843
SRR14872129	4744602
SRR14872217	5044991
SRR14871486	5566686
SRR14872107	5125719
SRR14871384	4835088
SRR14872158	5517802
SRR14871229	5150036
SRR14871491	4946041
SRR14871292	4783638
SRR14871261	4767437
SRR14872222	5462011
SRR14871870	5405889
SRR14872297	5578018
SRR14871813	5302942
SRR14871816	5584996
SRR14871455	4935449
SRR14871457	4972569
SRR14872317	5476158
SRR14872213	5399572
SRR14872307	5516327
SRR14871633	5324853
SRR14871628	5538766
SRR14872326	5509771
SRR14871869	5501546
SRR14872292	4927276
SRR14872143	4866415
SRR14872127	5243759
SRR14871860	5583775
SRR14872311	5293189
SRR14872654	5471451
SRR14871784	5560045
SRR14871627	5154485
SRR14872128	4839492
SRR14872657	4902408
SRR14872746	5469821
SRR14872362	5394908
SRR14872655	5382776
SRR14873912	5755746
SRR14874913	5001524
SRR14873674	4901550
SRR14873597	4900332
SRR14873571	5205275
SRR14874920	5593166
SRR14873594	5777963
SRR14874450	5440827
SRR14873569	5469006
SRR14874106	5378134
SRR14874875	5525176
SRR14873675	5453327
SRR14875175	5455181
SRR14873920	5421657
SRR14873575	5814619
SRR14873577	4907687
SRR14875861	5531202
SRR14873913	5446239
SRR14873141	5519202
SRR14874118	5519553
SRR14875226	5290349
SRR14875756	5093782
SRR14875742	5409030
SRR14877048	5455731
SRR14878083	5453562
SRR14877920	5478974
SRR14878014	5443570
SRR14878080	5448091
SRR14877897	5430427
SRR14878020	5429403
SRR14878079	5444291
SRR14878019	5477323
SRR14876900	5437917
SRR14877359	5432923
SRR14878021	5454388
SRR14878024	5513191
SRR14877887	5468125
SRR14877904	5422946
SRR14876904	5436880
SRR14877049	5475329
SRR14878017	5454073
SRR14876902	5430245
SRR14878022	5359907
SRR14878025	5362350
SRR14876896	5453580
SRR14878077	5474300
SRR14876903	5441784
SRR14878081	5512980
SRR14876895	5437008
SRR14878082	5453708
SRR14878281	5470262
SRR14879251	5788894
SRR14879217	5397842
SRR14879310	5362512
SRR14879308	5060037
SRR14878086	5272157
SRR14882461	4870448
SRR14882457	4883821
SRR14882456	4652838
SRR14882455	5058402
SRR14882454	5581937
SRR14882452	5406259
SRR14882451	5071733
SRR14882459	5008872
SRR14880493	5556836
SRR14882551	5453297
SRR14882548	5449261
SRR14883136	5414393
SRR14883102	5623709
SRR14883134	5485076
SRR14882946	5536044
SRR14882907	5461577
SRR14882953	5418116
SRR14883110	5079880
SRR14882906	5323731
SRR14883147	5180947
SRR14882797	5473814
SRR14883432	5084622
SRR14883118	5524570
SRR14882905	5415015
SRR14883431	5439012
SRR14883129	5731577
SRR14883333	5414462
SRR14883137	5032489
SRR14883011	5510778
SRR14883145	5075074
SRR14883116	5449154
SRR14883103	5344284
SRR14885483	5378336
SRR14883473	5597640
SRR14890345	4997649
SRR14900847	5134888
SRR14900846	4708792
SRR14900844	4982275
SRR14900841	4998777
SRR14900840	5070614
SRR14900838	5064033
SRR14900837	5068080
SRR14900845	5036336
SRR14898862	5081354
SRR14896190	5540184
SRR14894290	5493401
SRR15082284	4851610
SRR15082304	4891500
SRR15082303	5075219
SRR15082297	4971300
SRR15082287	4763400
SRR15082285	5053865
SRR15082263	5169352
SRR14935984	5183966
SRR14935957	5078643
SRR14935951	5265949
SRR14935948	5203534
SRR14935942	4952393
SRR14935935	5095383
SRR14936282	4773601
SRR14936281	5259207
SRR14936097	5072372
SRR14936095	5170553
SRR14936090	5051854
SRR14936079	5138020
SRR14936075	5285463
SRR14936069	5045956
SRR14936056	4613196
SRR14936048	5116717
SRR14936047	5121919
SRR14936046	5121898
SRR14904888	5122822
SRR14908253	5544030
SRR14908521	5440377
SRR14911036	5429051
SRR14912896	5385210
SRR14917109	4549837
SRR14917128	4561618
SRR14914974	4583895
SRR14919380	5279079
SRR14920158	5267018
SRR14921305	5256009
SRR14925877	5506815
SRR14925878	5500836
SRR14923923	5297377
SRR14920990	5323615
SRR14919888	5621295
SRR14919867	5079483
SRR14919049	5342312
SRR14918096	5314613
SRR14918215	5273295
SRR14918105	5302164
SRR14918258	5368424
SRR14924164	5445229
SRR14929727	5426736
SRR14975342	5481084
SRR14929081	5556872
SRR14933048	5334652
SRR14975315	5296498
SRR14944510	5118659
SRR14978843	5367987
SRR14975329	5414365
SRR14982349	5495594
SRR14975332	5560705
SRR14962768	5417364
SRR14970097	5475185
SRR14936424	5354524
SRR14934767	5570846
SRR14989490	5401041
SRR14936431	5477951
SRR14935118	5270330
SRR14949221	5296259
SRR14943777	5499172
SRR14944466	5304402
SRR14975276	5327015
SRR14944277	5500034
SRR14962772	5512388
SRR14934832	5499715
SRR14944489	5732028
SRR14965941	5501929
SRR14934830	5482600
SRR14943703	5500752
SRR14935324	5459878
SRR14936406	5509008
SRR14934387	5535972
SRR14934348	5449874
SRR14982352	5609830
SRR14933836	5441348
SRR14935119	5438507
SRR14978838	5597968
SRR14934043	4558425
SRR14962971	4857241
SRR14935777	5641455
SRR14935291	5649338
SRR14934757	5222716
SRR14970116	5115221
SRR14979149	5561366
SRR14949214	5570131
SRR14934768	5443958
SRR14970085	5712615
SRR14944446	5470828
SRR14934346	5669702
SRR14933819	5458814
SRR14962773	5558387
SRR14995689	5590534
SRR14996020	5332824
SRR14986371	5627322
SRR14934772	5565843
SRR14993649	5166876
SRR14934749	5344713
SRR14979277	5453876
SRR14933840	5461296
SRR14994805	5572172
SRR14970054	5601959
SRR14943779	5583381
SRR14962760	5478071
SRR14934752	5443075
SRR14962978	5620482
SRR14975344	5583596
SRR14994866	5416551
SRR14977881	5212453
SRR14959385	5286803
SRR14970082	5490414
SRR14970056	5459476
SRR14986190	5158691
SRR14995005	5253668
SRR14986185	4943252
SRR14993643	4826729
SRR14986372	5582616
SRR14994588	4854460
SRR14994393	5027924
SRR14994925	5461084
SRR14995770	5200055
SRR14994041	4830723
SRR14994018	5091709
SRR14986380	5726108
SRR14993605	5200027
SRR14986255	5203001
SRR14995769	5141185
SRR14994382	4539046
SRR14993796	5137672
SRR14959426	5768938
SRR14970047	5346892
SRR14978816	5276717
SRR14995946	5524187
SRR14979214	5136394
SRR14993593	5369968
SRR14970111	5462774
SRR14989472	5555465
SRR14986355	5464788
SRR14995790	5002674
SRR14995627	5010780
SRR14994010	5119246
SRR14995011	5184774
SRR14995793	5216090
SRR14993776	5061303
SRR14994807	5195115
SRR14994820	4906519
SRR14994012	4654633
SRR14993792	5138850
SRR14995772	4663790
SRR14993813	4775266
SRR14993819	5482170
SRR14994998	5031611
SRR14994385	4998410
SRR14995935	5188160
SRR14994392	4874700
SRR14995934	5441192
SRR14995611	5011217
SRR14995932	5239517
SRR14993991	5010034
SRR14994582	4932161
SRR14993766	4795086
SRR14995621	5041779
SRR14996019	5084674
SRR14995773	4774034
SRR14994816	4978811
SRR14993798	5126936
SRR14993811	4928434
SRR14995035	4867428
SRR14994471	4871291
SRR14995040	5368729
SRR14993777	5475837
SRR14994044	4931572
SRR14994814	4634339
SRR14995614	5344009
SRR14994821	4925413
SRR14993775	4909378
SRR14993802	5221510
SRR14986311	5492221
SRR14994808	5167761
SRR14995012	5022753
SRR14993952	4966966
SRR14994015	4995887
SRR14993600	5250513
SRR14993768	4900319
SRR14989544	5035970
SRR14993606	4943390
SRR14995691	4904118
SRR14994586	4959059
SRR14986379	4924905
SRR14986374	4804258
SRR14994806	5260717
SRR14993822	5316027
SRR14995791	5248807
SRR14994863	5220633
SRR14986336	5379943
SRR14994999	5048137
SRR14995006	5167788
SRR14993646	4866666
SRR14995608	5310712
SRR14993899	5563385
SRR14995792	4961730
SRR14994014	4923587
SRR14995616	4825138
SRR14995060	5155453
SRR14993656	4839554
SRR14989473	4748928
SRR14986383	5246577
SRR14993599	5520053
SRR14993772	5026601
SRR14993774	5215979
SRR14993855	4914840
SRR14995694	5171451
SRR14995975	5153355
SRR14986257	5028459
SRR14949066	5042262
SRR14993795	5576935
SRR14959163	4478009
SRR14994922	5549705
SRR14993650	5582807
SRR14949162	5075788
SRR14996223	5245790
SRR14996278	5832333
SRR14996227	5158802
SRR14996221	5163894
SRR14996273	5436704
SRR14996270	5072812
SRR14996274	5992166
SRR14996202	5451367
SRR14996264	5483234
SRR14996198	5070464
SRR14996226	5159453
SRR14996225	5173925
SRR14996222	5068691
SRR14996269	5210021
SRR14996268	5047952
SRR14996199	5068957
SRR14996261	5185954
SRR14996275	5186626
SRR14996201	5132581
SRR14996218	5071306
SRR14993993	5590267
SRR14993769	5233898
SRR14994413	4613806
SRR14995787	5312421
SRR14996434	5432709
SRR14996435	5436646
SRR14996448	5486377
SRR14999818	5130131
SRR15006022	5077473
SRR15006020	5483441
SRR15006021	5201523
SRR15006025	5521955
SRR15006024	5555022
SRR15006026	4615349
SRR15006019	5223809
SRR15006018	5550116
SRR15006017	5427226
SRR15009839	5680778
SRR15009840	5531899
SRR15009837	5608692
SRR15009838	5222182
SRR15009411	5550851
SRR15009166	5374205
SRR15009412	5501868
SRR14917384	5402209
SRR15014091	5237793
SRR15013051	5502289
SRR15013012	5500615
SRR15013007	5403638
SRR15013008	5228398
SRR15013009	5372284
SRR15012938	5513731
SRR15013010	5450725
SRR15013011	5297242
SRR15014094	5575457
SRR15014092	5330606
SRR15017606	5404903
SRR14934078	5387626
SRR14934079	5357717
SRR14934080	5349393
SRR14934081	5531861
SRR14934082	5124491
SRR14934084	5161035
SRR14934087	5442299
SRR14934053	5098019
SRR14934092	5038585
SRR14934093	5560384
SRR14934094	5588063
SRR14934098	5076574
SRR14934099	5170959
SRR14934083	5572081
SRR14934085	5377912
SRR14934095	5410312
SRR14934096	5224688
SRR14934054	5046105
SRR14934055	5421118
SRR14934066	5132609
SRR14934077	5118845
SRR14934100	5169413
SRR14934101	5119805
SRR14934102	5346160
SRR14934103	5139361
SRR14934056	5139127
SRR14934059	5174045
SRR14934061	5029253
SRR14934062	5105704
SRR14934063	5105981
SRR14934065	5104893
SRR14934067	5105468
SRR15030222	5541770
SRR15023631	5037439
SRR15024309	5506597
SRR15024311	5355626
SRR15023635	5534729
SRR15023620	5438671
SRR15023619	5514335
SRR15031015	5126218
SRR15031013	5380300
SRR15031326	5567565
SRR15031327	5503560
SRR15031293	5135956
SRR15031297	4624902
SRR15116380	5120867
SRR15116379	5293392
SRR15116123	5334308
SRR15116112	5353057
SRR15116079	5197958
SRR15116068	5045719
SRR15116378	5313746
SRR15116367	4679604
SRR15116356	5060593
SRR15116345	5246620
SRR15116334	5286911
SRR15116325	5085273
SRR15116303	4895833
SRR15116292	5412523
SRR15116281	5471155
SRR15116258	5009194
SRR15116236	4701797
SRR15116225	4940924
SRR15116214	5211195
SRR15116147	5197191
SRR15116130	5204528
SRR15116129	4866607
SRR15116127	4939288
SRR15116125	5012089
SRR15116114	4960146
SRR15116113	5294938
SRR15116111	4902156
SRR15116109	5172966
SRR15116107	5351053
SRR15116106	5023711
SRR15116105	5287034
SRR15116104	5358478
SRR15116103	4961704
SRR15116100	5359208
SRR15116098	5075852
SRR15116097	5242297
SRR15116096	5405208
SRR15116095	5419446
SRR15116062	5124676
SRR15116061	4959775
SRR15116060	5215903
SRR15116059	4788948
SRR15116377	4957388
SRR15116375	5393062
SRR15116371	5103043
SRR15116370	5149062
SRR15116369	5501620
SRR15116368	5426447
SRR15116366	5201023
SRR15116363	5287859
SRR15116358	5563507
SRR15116357	5049033
SRR15116349	5252393
SRR15116348	4841078
SRR15116341	4941629
SRR15116338	5169765
SRR15116331	5119201
SRR15116332	4926395
SRR15116329	4676803
SRR15116320	5231588
SRR15116316	5366589
SRR15116315	5330905
SRR15116313	4937072
SRR15116296	5244648
SRR15116286	4807170
SRR15116285	4745026
SRR15116257	5332593
SRR15116244	5273225
SRR15116218	5411477
SRR15116163	4947976
SRR15116137	4907860
SRR15116135	5259078
SRR15116134	5091034
SRR15035454	5324073
SRR15035451	4789313
SRR15035460	5138173
SRR15035450	5243205
SRR15035459	5366998
SRR15035473	5356142
SRR15035467	5469030
SRR15035461	5298681
SRR15035479	5585593
SRR15035452	5339566
SRR15035456	5342687
SRR15035466	5403936
SRR15035462	5335991
SRR15035478	4706385
SRR15035465	5566488
SRR15035468	5491357
SRR15035469	5559839
SRR15035485	5280257
SRR15035475	5048348
SRR15038688	5230763
SRR15038689	5404271
SRR15038691	5292445
SRR15038690	5164203
SRR15038687	5004927
SRR15038685	5008671
SRR15038692	5240235
SRR15038686	5177299
SRR15038701	5497200
SRR15043693	5340860
SRR15043690	5511503
SRR15043691	5435511
SRR15043696	5362189
SRR15043694	5181692
SRR15043709	5046082
SRR15043701	5515284
SRR15043703	5474950
SRR15043704	5137630
SRR15043699	5147744
SRR15043707	5471431
SRR15043708	5389835
SRR15043700	5330579
SRR15043711	5702880
SRR15043710	5390377
SRR15043706	5293062
SRR15043695	5321409
SRR15046797	5189553
SRR15046795	4834980
SRR15047231	5016697
SRR15047230	5034325
SRR15047213	4835978
SRR15047209	4946256
SRR15047206	4946584
SRR15047204	5490480
SRR15047202	4947038
SRR15047200	5058553
SRR15047198	5057936
SRR15047197	5045944
SRR15047185	5258784
SRR15047438	5540193
SRR15047318	5656601
SRR15047285	5611749
SRR15047274	5526818
SRR15047537	5538634
SRR15047371	4870806
SRR15047349	4869445
SRR15047341	4870550
SRR15047336	4869514
SRR15047332	4868587
SRR15047323	5040676
SRR15047458	5235302
SRR15047457	5236503
SRR15047456	5237508
SRR15047422	5196037
SRR15047343	5113719
SRR15048704	5561793
SRR15049156	4861842
SRR15049154	5107740
SRR15049218	5644616
SRR15049217	5580070
SRR15049215	5427589
SRR15049216	5574217
SRR15049198	5501010
SRR15049837	5188104
SRR15049763	5463746
SRR15049855	5382907
SRR15050756	5392186
SRR15050759	5501350
SRR15050757	5728085
SRR15050760	5784268
SRR15051704	5314495
SRR15053883	5445682
SRR15052400	5331584
SRR15052389	5463978
SRR15052388	5402921
SRR15053974	5437858
SRR15054252	5462401
SRR15053957	5659844
SRR15053906	5402713
SRR15053912	5404192
SRR15053916	5493771
SRR15053971	5572220
SRR15053908	5514970
SRR15053973	5424212
SRR15054247	5455598
SRR15053921	5570864
SRR15053963	5770456
SRR15053901	5369672
SRR15054400	5498726
SRR15054634	5104427
SRR15054633	5288222
SRR15054630	4951228
SRR15054628	5182409
SRR15054650	4949763
SRR15054649	5237513
SRR15054648	5131509
SRR15054647	4966436
SRR15054646	4839301
SRR15054645	4919140
SRR15054644	5084047
SRR15054643	5160972
SRR15054642	4894312
SRR15054641	5095065
SRR15054639	5203632
SRR15054636	5206102
SRR15054635	5152530
SRR15055290	5266975
SRR15055281	5168090
SRR15055280	5131778
SRR15055276	5134823
SRR15055285	5126221
SRR15055292	5349394
SRR15055301	5254207
SRR15055293	5335080
SRR15055302	5624428
SRR15055374	5207693
SRR15055362	5154182
SRR15055361	5162777
SRR15055360	5045225
SRR15055358	5114701
SRR15055357	4767527
SRR15055356	5149783
SRR15055367	5166458
SRR15055366	5109957
SRR15055854	5434621
SRR15055853	5068667
SRR15055855	5286255
SRR15055857	5420908
SRR15055856	5406444
SRR15058324	5566477
SRR15058322	5418021
SRR15058321	5567696
SRR15058323	5309588
SRR15058343	4664853
SRR15058526	5176384
SRR15058715	5454995
SRR15058709	5703372
SRR15058708	5493991
SRR15058714	5522083
SRR15058710	5391179
SRR15058712	5450891
SRR15058711	4766593
SRR15058707	5493998
SRR15058749	5499078
SRR15058750	5385152
SRR15058983	5316905
SRR15058984	5435293
SRR15058982	5453571
SRR15064602	5083418
SRR15064637	5234965
SRR15067290	5628268
SRR15067287	5268605
SRR15067292	5707761
SRR15067288	5366005
SRR15067285	5550937
SRR15067293	5508860
SRR15067291	4831349
SRR15067294	5503870
SRR15067284	5636294
SRR15068895	5404421
SRR15075493	5298823
SRR15075496	5073863
SRR15075497	5056774
SRR15075499	5081788
SRR15069919	5509617
SRR15069922	5571504
SRR15069921	5514918
SRR15070231	5269865
SRR15221567	5518798
SRR15075500	5255838
SRR15076116	5605937
